feed_c,out_c,feed_f,out_f,pressure,error,sum_error,out_c_setting,reward,out_f_setting,done
7.472763039239014,2.198896048058044,224.2737967307078,22.304105863335156,7.499371011132012,2.2834151123652093,7.037962398620899,1.6870840244506378,12.321924014959578,20.39862408940134,0.11734246971461693
