feed_c,out_c,feed_f,out_f,pressure,error,sum_error,out_c_setting,reward,out_f_setting,done
26.965083265978002,61.37691364655952,526.8130969230307,141.8006312719337,48.39142263806137,2.2926376676878957,7.254012817760353,63.669551314247116,-10.46964829531781,141.18980248337522,0.013962832747363135
