feed_c,out_c,feed_f,out_f,pressure,out_f_setting,reward
17.65320364772926,61.99613422910522,621.0402280315891,140.3894099185391,48.51506882382675,158.17425785723137,-1.4944184610902553e-05
16.564406969280515,62.97086219960217,561.4468953111295,136.3024344380745,47.08453493754401,169.92278784181264,-0.9425734106163702
17.453896176019235,63.33266209534872,629.4992023043958,143.31489370982675,46.54701553344566,176.43618981679944,-1.7759882603792316
16.157693860802606,61.85993820748349,536.887341817211,141.76615286763493,47.22100346374366,165.00677860258335,-0.01961730572293851
18.930741178198325,61.194825550422415,705.753476094543,139.9172553863611,47.56231831869052,153.5287678782153,-0.6483058942525669
20.904178103768597,62.33535883458202,752.0092829589623,136.5362770589188,47.092536219278685,160.36221908147994,-0.11246554793220871
22.130461439132898,63.11907265587176,803.7100629272182,139.53395818075643,46.473031930636125,171.27996562957685,-1.2523236091198777
17.953302302680957,62.71239807775134,697.4900016581064,143.28990412903212,46.93832302439804,169.60202996147348,-0.5075110211838016
15.99622169666799,61.503288747492405,689.3319075927558,140.73317088318163,46.64505752563167,156.25819953497012,-0.24672206836766353
18.08174428259308,62.13030039434708,739.0731781819421,138.39166292318194,46.65682611083885,159.04689130573095,-0.016978192767004893
16.083424727124655,62.783508444462676,667.1780671996831,135.2543975397836,45.01656253560749,167.4760632866615,-0.6138854825443221
16.745594650904895,62.59956019931046,682.5672325303644,144.0866862487853,45.38736602783866,169.35210088092373,-0.3594724325971985
17.114022629735775,62.333883461422644,631.4917433200321,139.10936391448894,45.73323241678852,162.6222293395901,-0.11147816581156637
21.626046398800543,61.84781843694418,842.2778232625068,140.4004977874839,46.7125398000059,159.88181887309344,-0.023159228134112343
20.51548336187897,62.6901228790264,711.3175411987182,138.37951533435384,45.071125693180214,167.73496965534937,-0.47626958815568315
21.789047786395656,62.13521851221685,719.1876657104302,141.3473911597867,45.13208737037813,162.184289825427,-0.018284046046138983
23.918057721456872,62.02407053629699,728.7974910481596,140.4020289866181,45.75304432678695,161.60394416808782,-0.0005793907176246686
27.151099903738228,61.7585322875974,705.1328687133603,140.69716102092252,45.955903427118834,158.03825160725665,-0.05830665613294609
25.441798808425094,61.835576346077005,697.9944311319801,138.26412992859113,45.01754507446813,158.7987750244405,-0.02703513796938885
28.933159329093016,62.36749143982447,729.7135048827967,141.07664590454198,44.7680949859611,164.6770190302618,-0.1350499583442617
30.206421287536728,61.89085615031137,721.898058227522,140.85128759765965,45.7783762613931,159.93568410067326,-0.011912379924853896
29.382260495076522,60.97905921130787,740.8623278401475,140.8105536804241,46.18975341288569,150.19478841570933,-1.042320094015308
32.114749321410606,61.76007084894459,746.8608612060343,138.59791550700592,45.176616526289685,157.3096149410785,-0.057565997526168054
29.326223784131628,61.95259121635249,746.0946744791486,138.1094721094826,45.34557843525885,160.50854531605208,-0.0022475927669366115
29.518845469587795,60.91220375061148,754.6709752400504,143.81476669312198,46.67541587829902,153.8502247501034,-1.1833006801837265
27.19609322122971,60.904097989393016,722.6432513427527,139.35026789347708,46.55687820434867,148.13684875487849,-1.2010012168524309
28.924079922364037,61.52620094426112,747.8113143581625,137.22741855622598,46.685809148154185,152.71216348013803,-0.22448554521905414
29.998533174506647,61.27122809727778,713.8938021375694,141.88108332317083,45.78389862060619,153.95578792573085,-0.5311084861973684
29.161790510176797,61.56296552784631,734.8428476969215,140.85003149668867,46.86939468383661,156.81317345938749,-0.19099912985065529
28.915131536489994,61.331886339818894,732.8878071288865,139.6050056711882,46.70057910625916,152.92909940084385,-0.4463758629205946
27.164786965690674,58.31728612518326,682.0721955566213,53.323678569723654,48.533000249624365,140.78408335368002,-13.562381483767737
28.31201870600333,19.818649898162818,709.3546037190553,1.643301580648667,47.77087816874417,121.97080522235272,-1779.2662964137596
34.66008716265331,0.04999020285799894,722.4253306070777,0.19670727399693755,45.36544771829732,120.01138669337342,-3837.80371386599
35.4693688710525,0.09390546159123375,792.649311523415,0.19629766163326265,46.206842875160255,120.01143382826056,-3832.3645409984038
27.435465047625044,0.13782072032446854,698.268880310042,0.20032914545346686,46.53186384073928,120.01148096314778,-3826.9292252307164
29.432820420798702,0.1817359790577033,753.7729847208495,0.19666884544300015,45.284815165210674,120.01152809803493,-3821.4977665629285
32.18251675606171,0.2256512377909381,754.7537108357545,0.3770978215701667,45.54023969014868,120.01157523292207,-3816.0701649950397
30.323985711958976,0.26956649652417286,782.6860208129676,2.7419706196651648,47.03686358134551,120.01162236780935,-3810.6464205270513
32.84134122348853,0.31348175525740773,810.710838114395,3.9259984569061612,47.02333775838433,120.01166950269648,-3805.226533158961
26.696860427862838,0.3573970139906426,733.1093756103338,0.20338542568376672,45.6687197706496,120.01171663758369,-3799.81050289077
28.491975679390997,0.4013122727238773,735.4297974649884,1.427956281711233,45.767975701231926,120.01176377247087,-3794.398329722478
30.29568621636099,0.4452275314571122,729.6830890909648,1.6305037869418306,48.3675455559666,120.01181090735805,-3788.9900136540855
33.45534808094862,0.48914279019034707,771.9912169392677,0.3515697514409,46.22013993327309,120.01185804224522,-3783.585554685592
32.39215111859862,0.5330580489235816,767.5406221516718,0.2624809396757211,44.511598551431575,120.0119051771324,-3778.1849528169982
31.505751850771965,0.5769733076568165,767.5098780313931,0.19953079878067873,46.5888106791159,120.01195231201959,-3772.7882080483037
28.573590815487385,0.6208885663900514,739.3800934603346,0.2336890816250642,47.73790296441011,120.01199944690673,-3767.3953203795077
28.144772490895637,0.6648038251232861,725.236597493848,0.2578888471150227,48.35912118455613,120.01204658179398,-3762.006289810611
28.30737256893848,0.7087190838565208,723.2925594221731,0.25366404591450364,48.373207706376974,120.01209371668112,-3756.6211163416137
28.469972646981315,0.7526343425897557,721.3485213504982,0.24943924471398446,48.38729422819781,120.0121408515683,-3751.2397999725154
28.632572725024165,0.7965496013229905,719.4044832788236,0.2452144435134653,48.40138075001864,120.01218798645552,-3745.8623407033165
28.79517280306701,0.8404648600562253,717.4604452071487,0.24098964231294617,48.41546727183948,120.01223512134266,-3740.4887385340176
28.957772881109857,0.8843801187894599,715.5164071354739,0.2367648411124269,48.42955379366032,120.01228225622985,-3735.1189934646172
29.12037295915269,0.928295377522695,713.5723690637993,0.2325400399119078,48.44364031548116,120.01232939111702,-3729.753105495116
29.28297303719554,0.9722106362559298,711.6283309921245,0.2283152387113887,48.457726837302,120.01237652600423,-3724.3910746255137
29.445573115238368,1.0161258949891647,709.6842929204496,0.2240904375108696,48.471813359122834,120.01242366089141,-3719.032900855811
29.608173193281218,1.060041153722399,707.7402548487747,0.21986563631035044,48.48589988094368,120.01247079577863,-3713.6785841860074
29.091037357504327,1.103956412455634,732.9967822162398,1.7687400112593246,48.50589481823349,120.01251793066575,-3708.3281246161037
27.82448795000201,1.1478716711888688,731.6638627115726,5.078941465132284,49.09857991166884,120.01256506555295,-3702.9815221460985
32.28457999420495,1.1917869299221038,768.327621887187,1.8112522439723044,49.315109308875904,120.01261220044015,-3697.6387767759925
29.602685990657463,1.235702188655338,724.8974475097441,0.3817853189076997,49.392206990560105,120.01265933532729,-3692.2998885057855
33.007190258673475,1.2796174473885735,777.3114015502721,0.3527560908655,48.440365804037526,120.01270647021452,-3686.964857335478
31.823978321286596,1.323532706121808,782.1607271117894,1.740820388121036,48.8518185017859,120.01275360510168,-3681.6336832650695
28.420922604675557,1.3674479648550428,741.0126973673316,0.20342521177696662,49.837409835815244,120.01280073998889,-3676.3063662945606
30.882542860244794,1.4113632235882774,786.5324086506981,5.012587030919001,50.0016576894132,120.01284787487603,-3670.9829064239516
29.37951384523842,1.4552784823215128,753.6914818725382,4.36590041470161,49.27225176494131,120.01289500976323,-3665.6633036532407
31.23352963447485,1.4991937410547471,785.6879058430744,4.154036315728128,49.0230381469767,120.0129421446504,-3660.347557982429
29.298309308365752,1.5431089997879819,735.832627258285,6.7256260444394,50.1910362497963,120.01298927953758,-3655.0356694115167
33.62194590886433,1.5870242585212169,792.8304298909262,6.865639828364371,49.88390846761069,120.01303641442482,-3649.727637940504
30.589773917517427,1.6309395172544514,760.595934821215,6.87000902573516,49.03599510192349,120.01308354931194,-3644.4234635693897
32.56737484211601,1.6748547759876864,812.0003137823297,6.771159155855532,49.26608684284797,120.01313068419918,-3639.123146298176
29.897057665718428,1.7187700347209207,763.8409958625355,5.907816401190663,50.38004094118079,120.01317781908634,-3633.8266861268607
28.620435037613138,1.7626852934541557,793.3563241576929,1.8627822102679659,50.989105828027384,120.0132249539735,-3628.534083055444
