time,feed_c,out_c,feed_f,out_f,pressure,out_f_setting,out_c_setting,reward,error,sum_error,done
2021-08-24 11:00:00,26.40444756,63.02715373,997.6817591,124.5871392,57.69964574,130.0,65.5,-6.114968675052903,2.472846269999998,-9971.569037209993,0
2021-08-24 11:05:00,27.28305667,63.25515222,1157.062206,126.7374192,57.72788204,130.0,65.5,-5.039341555370931,2.2448477800000006,-9969.324189429992,0
2021-08-24 11:10:00,25.38298335,62.98899396,1170.1475189999999,126.1920143,57.86297048,130.0,65.5,-6.305151332916472,2.511006039999998,-9966.813183389992,0
2021-08-24 11:15:00,26.61900927,63.29198968,1153.424135,146.71005380000003,57.7005838,130.0,65.5,-4.875309573226501,2.2080103199999996,-9964.605173069991,0
2021-08-24 11:20:00,26.06678508,64.33730354,1136.39779,121.84278729999998,58.74485143,130.0,65.5,-1.3518630580965467,1.1626964600000065,-9963.442476609991,0
2021-08-24 11:25:00,26.11436433,64.42307995,1138.3191800000002,127.5474787,58.5504659,130.0,65.5,-1.1597567940919986,1.0769200499999982,-9962.365556559991,0
2021-08-24 11:30:00,25.29630804,63.86503639,1109.972112,130.7668783,59.85339025,130.0,65.5,-2.6731060060242315,1.6349636099999998,-9960.73059294999,0
2021-08-24 11:35:00,25.366764800000002,64.69934241,1058.168033,133.80372,59.08921087,130.0,65.5,-0.6410525764246083,0.8006575900000001,-9959.92993535999,0
2021-08-24 11:40:00,25.1489586,63.89827467,1103.776061,127.23868590000002,60.55282033,130.0,65.5,-2.5655240327636113,1.6017253300000007,-9958.328210029991,0
2021-08-24 11:45:00,24.90028181,65.17752177,1074.985541,119.63469950000001,59.8425415,130.0,65.5,-0.10399220882393388,0.32247823000000153,-9958.00573179999,0
2021-08-24 11:50:00,24.70093348,64.21649556,1074.4264150000001,121.11934609999999,60.79904083,130.0,65.5,-1.6473836474997174,1.2835044400000015,-9956.722227359991,0
2021-08-24 11:55:00,25.61712825,64.87432747,1082.000074,128.2301673,61.67018132,130.0,65.5,-0.39146611479660437,0.6256725300000028,-9956.09655482999,0
2021-08-24 12:00:00,24.43558764,64.46160391,1070.511458,136.8433803,61.81499608,130.0,65.5,-1.078266439727301,1.0383960900000062,-9955.05815873999,0
